population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,429,Câncer de mama,1,Número,2023,779999.7933128823,870764.8194428268,685535.733887902
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,432,Câncer cervical,1,Número,2023,369397.0550772649,474569.57922639686,291593.71002143103
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,435,Câncer de útero,1,Número,2023,108543.85050357494,126136.4057942177,93186.13311865472
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,438,Câncer de próstata,1,Número,2023,472953.2579888803,530138.4684208771,415742.07480774424
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,441,Cólon e câncer de reto,1,Número,2023,1106497.8261164597,1213398.2699524886,997349.3725015557
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,444,Câncer de lábio e cavidade oral,1,Número,2023,225589.55929398703,262169.15744967083,198533.30286939951
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,573,Anorexia nervosa,1,Número,2023,236.90641682235076,373.0935152176143,116.0121271299449
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,588,Glomerulonefrite aguda,1,Número,2023,11089.375355358883,14651.351797767918,7460.89695472546
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,591,Doença renal crônica devido à hipertensão,1,Número,2023,442240.849148297,529826.9885014272,358389.41944255866
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,592,Doença renal crônica por glomerulonefrite,1,Número,2023,193909.91520229905,228972.96531213366,161888.42131526404
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,593,Doença renal crônica devido a outras causas,1,Número,2023,463930.39446723886,544500.6212777314,387602.23588517297
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,595,Nefrite intersticial e infecções do trato urinário,1,Número,2023,288572.00534737983,318749.81373942597,258063.06403265597
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,596,Urolitíase,1,Número,2023,24952.498362985865,29995.282036502806,20961.86779857697
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,602,Outras doenças urinárias,1,Número,2023,82752.27731246725,102155.74474714299,65229.408676783765
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,604,Miomas uterinos,1,Número,2023,3976.659613512319,7380.802644331938,1948.8685656302173
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,607,Endometriose,1,Número,2023,154.24744837002083,522.712981171977,30.931828769534153
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,608,Prolapso genital,1,Número,2023,1613.0951611572373,3463.8039029699416,785.7688321242949
