population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,612,Outras doenças ginecológicas,1,Número,2023,8316.476364006852,15202.725033735724,3884.293286443795
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,614,Talassemias,1,Número,2023,13510.581983253014,19540.586339912625,9122.906905572376
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,615,Doenças da célula falciforme,1,Número,2023,53983.19930761668,110529.66685726341,26981.25421003996
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,616,Deficiência de G6PD,1,Número,2023,12924.838526353686,21051.880652350872,7610.425288063104
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,618,Outras hemoglobinopatias e anemias hemolíticas,1,Número,2023,51868.69283760911,71734.80569359813,39643.16504710763
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,625,"Outros distúrbios endócrinos, metabólicos, sanguíneos e imunológicos",1,Número,2023,175038.92560668837,197222.66001308535,153272.84445099242
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,938,Cardiomiopatia alcoólica,1,Número,2023,62307.41654706735,71584.79798793493,55987.32369579241
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,940,Eletrocussão,1,Número,2023,42353.23917983037,57335.512227562576,21992.216528131845
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,942,Miocardite,1,Número,2023,16913.32881625386,24090.501202834843,11281.813776708073
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,943,Outras leucemias,1,Número,2023,61631.77484077003,76951.06068521779,49211.61542635909
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,944,Outras cardiomiopatias,1,Número,2023,320647.73653163074,380680.2925263832,260315.29909716905
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,945,Conflito e terrorismo,1,Número,2023,159052.07262928638,208638.41870601915,125624.30559498907
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,946,Tuberculose multirresistente sem resistência extensiva a drogas,1,Número,2023,95494.42714985415,224081.8273123056,28936.76096689156
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,947,Tuberculose extensivamente resistente a drogas,1,Número,2023,6760.465610058704,14542.99494098383,2649.0952121013347
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,948,HIV/AIDS - Tuberculose suscetível a drogas,1,Número,2023,190471.81923963537,252542.66194815334,125206.78586969676
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,949,HIV/AIDS - Tuberculose multirresistente sem resistência extensiva a drogas,1,Número,2023,18772.714719983196,38883.915885902235,6495.826353302598
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,950,HIV/AIDS - Tuberculose extensivamente resistente a drogas,1,Número,2023,808.579645228155,1613.5446496430893,319.725314371039
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,959,Infecção por Salmonela invasiva não-tifoide,1,Número,2023,76714.52003755869,100105.99533201323,60045.606857816834
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,964,"Síndrome mielodisplática,mieloproliferativa, e outras neoplasias do tecido hematopoiético",1,Número,2023,62014.08309910953,71830.43228311607,51708.90320843195
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,968,Estenose aórtica não reumática,1,Número,2023,149418.33608449198,166060.53870978532,120141.71747055803
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,969,Transtornos não reumáticos da valva aórtica,1,Número,2023,39768.45767491905,50737.70158180877,32430.740424722047
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,970,Outras doenças valvares não reumáticas,1,Número,2023,2128.129791096104,3326.5571348446542,1311.8346165779062
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,342,Varicela e herpes zoster,1,Número,2023,13674.065937374648,14766.937353529405,12235.6803007216
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,345,Malária,1,Número,2023,669960.052969193,1257918.0033519955,261247.14299786967
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,346,Doença de Chagas,1,Número,2023,8417.513594943948,9357.20958425605,7482.703312011615
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,498,Doença cardíaca hipertensiva,1,Número,2023,1483889.2705556552,1823186.1764225345,1178125.0268421706
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,500,Fibrilação e flutter atrial,1,Número,2023,377258.07747987367,423719.73486118,318792.86050526873
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,501,Aneurisma da aorta,1,Número,2023,167483.2346932996,187434.94741140705,147176.61209853593
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,502,Doença vascular periférica de membros inferiores,1,Número,2023,74856.44972475889,83044.56595710065,66046.95089731055
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,503,Endocardite,1,Número,2023,86231.45690328821,100818.86607540163,74238.43157104688
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,507,Outras doenças cardiovasculares e circulatórias,1,Número,2023,265834.02056819445,317791.2476108911,217041.42898330683
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,509,Doença pulmonar obstrutiva crônica,1,Número,2023,3417098.1800203123,4068463.667985686,2945824.2928744224
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,511,Silicose,1,Número,2023,10970.958766892554,15143.274657631084,7631.635110801806
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,512,Asbestose,1,Número,2023,3010.6603523777026,3964.800231411764,2403.643605261769
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,513,Pneumoconiose dos trabalhadores da carvoaria,1,Número,2023,2308.520588183078,3047.048827957626,1665.8347170132856
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,514,Outras pneumoconioses,1,Número,2023,2370.764944815336,3618.907937825812,1571.9798117054424
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,515,Asma,1,Número,2023,441951.6724242933,665192.5152309256,305775.3099884034
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,387,Desnutrição protéico-calórica,1,Número,2023,245568.12716464448,300688.1545827789,195615.187387486
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,391,Outras deficiências nutricionais,1,Número,2023,42784.809207117054,58365.96885791306,30016.033621125367
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,394,Sífilis,1,Número,2023,77016.81004216842,147297.17580351696,29533.70810765743
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,528,Gastrite e duodenite,1,Número,2023,42915.319459708655,58506.89345246465,27112.34645269418
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,529,Apendicite,1,Número,2023,30971.497523487284,43529.94559592989,21878.420166555978
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,530,Íleo paralítico e obstrução intestinal,1,Número,2023,243696.2401743603,286270.4386621997,201638.46042464708
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,531,"Hérnia inguinal, femoral e abdominal",1,Número,2023,51116.7938251212,67368.09678996338,38920.45341169948
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,533,Transtornos vasculares intestinais,1,Número,2023,92654.50657445614,102559.79787820966,82370.32170173115
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,534,Doenças biliares e da vesícula biliar,1,Número,2023,146671.4475824747,171308.9465539648,121832.31253774559
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,535,Pancreatite,1,Número,2023,124453.11462944103,147312.29378409378,107731.04781919428
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,543,Doença de Alzheimer e outras demências,1,Número,2023,2208098.428737155,5355006.476907758,547661.590929747
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,544,Doença de Parkinson,1,Número,2023,426724.4020481884,469484.4532902773,378873.3313281244
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,545,Epilepsia,1,Número,2023,159360.0612594272,202912.9622490147,125362.88622753954
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,546,Esclerose múltipla,1,Número,2023,19061.70093156684,21672.862958573798,17359.721418260193
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,554,Doença do neurônio motor,1,Número,2023,44629.13873005401,50011.17044347844,40846.62476443524
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,557,Outros transtornos neurológicos,1,Número,2023,159277.81355069974,180018.84444963498,137332.865179795
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,560,Transtornos relacionados ao uso de álcool,1,Número,2023,171564.81108922066,197003.78968839394,154422.5070261996
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,562,Transtornos relacionados ao uso de opioides,1,Número,2023,125894.68380534495,144782.2986807177,108169.29816389353
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,563,Transtornos relacionados ao uso de cocaína,1,Número,2023,17581.327872606715,21674.288354272885,13920.189061357012
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,564,Transtornos relacionados ao uso de anfetaminas,1,Número,2023,11996.348878703593,14977.994728997424,9578.815805955745
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,566,Transtornos relacionados ao uso de outras drogas,1,Número,2023,17035.586090398174,20567.22307736717,14696.655953555031
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,721,Autolesão por arma de fogo,1,Número,2023,66573.07101524736,86134.51240254006,51458.50887308789
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,725,Assalto por arma de fogo,1,Número,2023,185640.50360727697,209200.32888451035,167482.0767152758
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,726,Assalto por objeto perfurocortante,1,Número,2023,89878.88231654678,125805.40661601191,67275.6917372315
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,727,Assalto por outros meios,1,Número,2023,160154.76131167475,204646.6164846242,125311.37390626746
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,729,Exposição às forças da natureza,1,Número,2023,88594.27754256873,97393.66466911104,80669.15446964954
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,741,Mortes maternas agravadas pelo HIV/AIDS,1,Número,2023,1665.6716849469,2327.387896174523,1047.0446764041526
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,842,Calor ambiental e exposição ao frio,1,Número,2023,83378.53723942216,95702.36490724431,71489.46836988043
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,843,Ebola,1,Número,2023,0.0,0.0,0.0
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,845,Leucemia linfoide aguda,1,Número,2023,77414.14910105946,98557.44579979032,54205.312573007526
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,846,Leucemia linfoide crônica,1,Número,2023,44798.354305380155,51602.723218305146,39554.490403473
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,847,Leucemia mieloide aguda,1,Número,2023,131543.14701256927,152448.21720579412,112520.01188402316
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,848,Leucemia mieloide crônica,1,Número,2023,26328.28349000976,32700.192986340367,21178.81986751058
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,849,Câncer de pele não melanoma (carcinoma de células escamosas),1,Número,2023,63830.087003013934,71437.71437290305,54323.71648352658
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,854,Conflitos policiais e execuções,1,Número,2023,8889.022299265791,13330.946828722645,6291.051476413461
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,934,Tuberculose suscetível a drogas,1,Número,2023,908207.9283121676,1140890.417590259,670590.4985764701
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,935,Zika virus,1,Número,2023,0.2508411446369897,0.5573686362558583,0.12097352131501207
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,495,AVC isquêmico,1,Número,2023,3272359.8483223487,3682163.954582638,2865511.4525625813
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,496,AVC hemorrágico,1,Número,2023,3155093.6049691504,3546020.2471856317,2753489.8752628756
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,497,Acidente hemorrágico subaracnóide,1,Número,2023,357229.8364271271,429989.63833597273,303551.0951583319
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,627,Artrite reumatoide,1,Número,2023,45857.03180838508,57803.59588662403,32722.763117808227
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,639,Outros distúrbios musculoesqueléticos,1,Número,2023,85817.60355056581,103606.69080089846,67866.06420636547
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,642,Defeitos do tubo neural,1,Número,2023,41672.04075666799,69113.66784924308,24562.245841419706
